Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Summary
Castlevania,"Sep 26, 1986","['Nintendo', 'Konami']",3.4,845.0,845.0,"['Adventure', 'Platform']","Step into the shadows of the deadliest dwelling on earth. You've arrived at Castlevania, and you're here on business: To destroy forever the Curse of the Evil Count.
             

              Unfortunately, everybody's home this evening. Bats, ghosts, every kind of creature you can imagine. You'll find 'em all over the place, if they don't find you first. Because you've got to get through six monstrous floors before you even meet up with the Master of the House. Your Magic Whip will help, and you'll probably find a weapons or two along the way. But once you make it to the tower, you can count on a Duel to the Death. The Count has waited 100 years for a rematch."
Milk outside a bag of milk outside a bag of milk,"Dec 16, 2021",['Nikita Kryukov'],3.7,344.0,344.0,"['Adventure', 'Indie', 'Visual Novel']",A sequel to Milk inside a bag of milk inside a bag of milk. Dive into demented and bizarre world once again and help the girl become a little happier.
Lisa,"Dec 15, 2014",['Dingaling'],4.3,761.0,761.0,"['Adventure', 'Indie', 'RPG']","Lisa is a quirky side-scrolling RPG set in a post-apocalyptic wasteland. Beneath the charming and funny exterior is a world full of disgust and moral destruction. Players will learn what kind of person they are by being FORCED to make choices. These choices permanently effect the game play. If you want to save a party member from death, you will have to sacrifice the strength of your character. Whether it's taking a beating for them, or chopping off limbs, or some other inhuman way. You will learn that in this world being selfish and heartless is the only way to survive..."
Crash Bandicoot,"Sep 09, 1996","['Sony Computer Entertainment', 'Naughty Dog']",3.5,660.0,660.0,['Platform'],"Crash Bandicoot is the first installment in the Crash Bandicoot series that established Naughty Dog's reputation in the video game industry. Its premises chronicle the creation of the titular Crash, a bandicoot who has been uplifted by the mad scientist Doctor Neo Cortex. The goal of Crash Bandicoot is to traverses several levels in sequence in order to progress. The game is played from a third-person perspective in which the camera trails behind Crash, though some levels showcase forward-scrolling and side-scrolling perspectives. Crash is able to defeat enemies by either jumping on them or using a spinning attack that launches them."
The Legend of Zelda: The Wind Waker HD,"Sep 26, 2013","['Nintendo', 'Nintendo EAD Software Development Group No.3']",4.3,887.0,887.0,"['Adventure', 'Puzzle']","The Legend of Zelda: The Wind Waker HD is a remaster of The Wind Waker with an alternate recreation of the original's art style, several gameplay adjustments, a new lighting engine and higher resolution textures."
The Outer Worlds,"Oct 25, 2019","['Obsidian Entertainment', 'Private Division']",3.2,582.0,582.0,"['Adventure', 'RPG', 'Shooter']","The Outer Worlds is a new single-player sci-fi RPG from Obsidian Entertainment and Private Division. As you explore the furthest reaches of space and encounter a host of factions all vying for power, who you decide to become will determine the fate of everyone in Halcyon. In the corporate equation for the colony, you are the unplanned variable."
The Legend of Zelda: Majora's Mask 3D,"Feb 12, 2015","['Nintendo', 'Nintendo EAD Tokyo']",4.1,797.0,797.0,"['Adventure', 'RPG']","The Legend of Zelda: Majora's Mask 3D is a remake of the original Nintendo 64 game with more up-to-date graphics, streamlined UI and different additional game modes. Most textures are significantly more detailed, and many models are more faithful to the game's concept and promotional art. In addition, the frame rate has been increased to 30 FPS compared to the original's 20 FPS."
The Callisto Protocol,"Dec 02, 2022","['Krafton', 'Striking Distance Studios']",2.9,266.0,266.0,"['Adventure', 'Shooter']","In this narrative-driven, third-person survival horror game set 300 years in the future, the player will take on the role of Jacob Lee – a victim of fate thrown into Black Iron Prison, a maximum-security penitentiary located on Jupiter's moon, Callisto. When inmates begin to transform into monstrous creatures, the prison is thrown into chaos."
The Wolf Among Us,"Oct 11, 2013",['Telltale Games'],3.9,837.0,837.0,"['Adventure', 'Point-and-Click']","The Wolf Among Us is a five episode series from the creators of the 2012 Game of the Year: The Walking Dead. Based on Fables (DC Comics/Vertigo), an award-winning comic book series, it is an often violent, mature and hard-boiled thriller where the characters and creatures of myth, lore and legend are real and exist in our world. As Bigby Wolf - The Big Bad Wolf in human form - you will discover that the brutal, bloody murder of a Fable is just a taste of things to come, in a game series where your every decision can have enormous consequences."
Dead Space 2,"Jan 25, 2011","['Electronic Arts', 'Visceral Games']",4.0,775.0,775.0,"['Adventure', 'Shooter']","Three years after the Necromorph infestation aboard the USS Ishimura, Isaac Clarke awakens from a coma, confused, disoriented, and on a space station called The Sprawl. Just as his health begins to improve, The Sprawl is overrun with even more advanced forms of the alien-zombie hybrids."
Super Mario Bros. 2,"Oct 09, 1988","['Nintendo', 'Nintendo EAD']",3.1,864.0,864.0,"['Adventure', 'Platform']","Super Mario Bros. 2, 2D platformer and sequel to Super Mario Bros. (1985), features 4 selectable characters (Mario, Luigi, Princess Peach, Toad) as they navigate the dream world of Subcon to defeat the evil toad king Wart. Super Mario Bros. 2 features different ways interacting with enemies and the world, including an object carrying mechanic and more intricate level designs."
Until Dawn,"Aug 25, 2015","['Supermassive Games', 'Sony Computer Entertainment']",3.4,812.0,812.0,['Adventure'],"Until Dawn is an interactive drama survival horror video game. It was originally scheduled to be released on the PlayStation 3 and feature PlayStation Move support, but in August 2014, the game was reintroduced as a PlayStation 4 exclusive.
             

              Until Dawn is designed to be played multiple times, as players will miss out on quite a bit of content with a single playthrough. Each will last about nine hours in length and the game mechanics utilize a new in-game system called the ""Butterfly Effect"" in which any choice of action by the player may cause unforeseen consequences later on. For example, locating a weapon in an earlier chapter may allow the player to pick it up down the line when a chase scene leads back to the same room. Throughout the game, players will make difficult decisions during ethical or moral dilemmas, such as sacrificing one character to save another. The Butterfly Effect system blurs the line between right and wrong decisions and it is possible for players to keep all eight characters alive as well as having all eight of them die, allowing for many different paths and scenarios as well as offering several different endings. Until Dawn has a strict auto-save system to prevent players from reloading a previous save file to an earlier point in the game if they regret an in-game decision they have made. The only way to change the player's choice is to restart the game from the beginning or continue to the end and start a new game. In a developer interview, it has been said that Until Dawn has ""hundreds of endings"". Different endings have different variations depending on the combination of characters alive at the end of the game.
             

              The gameplay is focused on exploration, quick-time events and discovering clues as well as making decisions. There is an in-game system that will keep track of all of the clues and secrets players have discovered in total, even if there are multiple playthroughs; these clues will allow the player to piece together the mysteries of Blackwood. In terms of the gameplay mechanics and theme, Until Dawn has been noted to be similar to Heavy Rain and Beyond: Two Souls.
             

              Until Dawn was met with a positive critical response upon release, with praise directed at the visuals, choice mechanic, horror elements, music, voice acting and gameplay design. Most of the criticism the game drew was concerning the story, mostly the second half, camera angles, character movements and partially linear plot."
Kid Icarus: Uprising,"Mar 22, 2012","['Nintendo', 'Project Sora']",4.1,860.0,860.0,"['Brawler', 'Shooter']","One of the most beloved franchises in Nintendos long history makes its glorious return in spectacular 3D! Pit of Kid Icarus fame is back in a new game designed specifically for the Nintendo 3DS system, by Masahiro Sakurai, creator of the Kirby and Super Smash Bros. franchises, and his development team at Project Sora.
             

              Kid Icarus: Uprising is a fast-paced and action-packed blend of aerial and ground-based shooting built on elegantly intuitive and streamlined play control. This follow-up to the original Kid Icarus released for the Nintendo Entertainment System in 1987 has been at the top of gamers wish lists for years.
             

              Boasting gameplay that is easy to pick up but incredibly deep, the game is sure to satisfy novice gamers as well as fans who have been clamouring for a new installment in the franchise.
             

              The hero, Pit, teams up with Palutena, the goddess of light, who bestows on him the miracle of flight for limited stretches. With this gift, Pit soars through the skies, shooting down swarms of enemies, then alights and engages in frantic ground-based battles against Medusas underworld army.
             

              Find and collect numerous weapons and items that offer bonuses and ability boosts. Players can choose weapons before they send Pit into battle, giving them countless layers of strategies in each level.
             

              Players can choose between a basic Blade, basic Claws and a basic Orbitar weapon. Blades are well-balanced, Claws have limited reach but increase running speed and the Orbitars can shoot two shots that grow in power over distance."
